CenLon,CenLat,POLITICAL_UNIT,NAME,WGMS_ID,PSFG_ID,WGI_ID,GLIMS_ID,RGI50_ID,RGI60_ID,RGI_REG,RGI_REG_NAME,GlacierType,TerminusType,IsTidewater,HAS_PROFILE
-57.3729,-63.8619,AQ,BAHIA DEL DIABLO,2665,,,,RGI50-19.00595,RGI60-19.00595,19,19: Antarctic and Subantarctic,Ice cap,Marine-terminating,True,True
-60.6025,-63.0041,AQ,G1,3925,,,,RGI50-19.02101,RGI60-19.02101,19,19: Antarctic and Subantarctic,Glacier,Land-terminating,False,False
-60.3948,-62.6827,AQ,HURD,3367,,AQ0006C00000,,RGI50-19.02057,RGI60-19.02057,19,19: Antarctic and Subantarctic,Glacier,Marine-terminating,True,False
-60.3547,-62.6707,AQ,JOHNSONS,3366,,AQ0006C00000,,RGI50-19.02059,RGI60-19.02059,19,19: Antarctic and Subantarctic,Glacier,Marine-terminating,True,False
-69.6416,-29.9831,AR,BROWN SUPERIOR,3903,,,,RGI50-17.14923,RGI60-17.14681,17,17: Southern Andes,Glacier,Land-terminating,False,True
-69.6442,-29.9757,AR,CONCONTA NORTE,3902,,,,RGI50-17.14924,RGI60-17.14682,17,17: Southern Andes,Glacier,Land-terminating,False,True
-69.9909,-29.3005,AR,LOS AMARILLOS,3904,,,,RGI50-17.15131,RGI60-17.14889,17,17: Southern Andes,Glacier,Land-terminating,False,True
-68.4093,-54.7862,AR,MARTIAL ESTE,2000,,,,RGI50-17.02128,RGI60-17.02128,17,17: Southern Andes,Glacier,Land-terminating,False,True
-70.1481,-32.5933,AR,PILOTO ESTE,3589,,AR1J11100000,,RGI50-17.14445,RGI60-17.14203,17,17: Southern Andes,Glacier,Land-terminating,False,False
12.5956,47.1403,AT,FILLECK K.,476,AT0601B,ATJ143S0A098,,RGI50-11.00073,RGI60-11.00073,11,11: Central Europe,Glacier,Land-terminating,False,False
12.9702,47.0421,AT,GOLDBERG K.,1305,AT0802B,,,RGI50-11.00289,RGI60-11.00289,11,11: Central Europe,Glacier,Land-terminating,False,True
13.6135,47.4845,AT,HALLSTAETTER G.,535,AT1102,ATJ142T0R002,,RGI50-11.00002,RGI60-11.00002,11,11: Central Europe,Glacier,Land-terminating,False,True
10.7584,46.8003,AT,HINTEREIS F.,491,AT0209,ATJ143O0E125,,RGI50-11.00897,RGI60-11.00897,11,11: Central Europe,Glacier,Land-terminating,False,True
13.0581,47.4242,AT,HOCHKOENIG,3993,,,,RGI50-11.00012,RGI60-11.00012,11,11: Central Europe,Glacier,Land-terminating,False,False
10.1603,46.8577,AT,JAMTAL F.,480,AT0106,ATJ143S0N019,,RGI50-11.00781,RGI60-11.00781,11,11: Central Europe,Glacier,Land-terminating,False,True
10.7907,46.8424,AT,KESSELWAND F.,507,AT0226,ATJ143O0E129,,RGI50-11.00787,RGI60-11.00787,11,11: Central Europe,Glacier,Land-terminating,False,True
12.9472,47.053,AT,KLEINFLEISS K.,547,AT0801,ATJ131M0O036,,RGI50-11.00251,RGI60-11.00251,11,11: Central Europe,Glacier,Land-terminating,False,True
11.0191,46.7817,AT,LANGTALER F.,510,AT0223,ATJ143O0E072,,RGI50-11.00929,RGI60-11.00929,11,11: Central Europe,Glacier,Land-terminating,False,True
10.1054,46.8515,AT,OCHSENTALER G.,483,AT0103,ATR013I0L008,,RGI50-11.00797,RGI60-11.00797,11,11: Central Europe,Glacier,Land-terminating,False,True
12.6967,47.0991,AT,PASTERZE,566,AT0704,ATJ131M0O027,,RGI50-11.00106,RGI60-11.00106,11,11: Central Europe,Glacier,Land-terminating,False,True
12.5964,47.1316,AT,STUBACHER SONNBLICK K.,573,AT0601A,ATJ143S0A097,,RGI50-11.00080,RGI60-11.00080,11,11: Central Europe,Glacier,Land-terminating,False,True
10.1309,46.8529,AT,VERMUNT G.,482,AT0104,ATR013I0L007,,RGI50-11.00807,RGI60-11.00807,11,11: Central Europe,Glacier,Land-terminating,False,True
10.818,46.8762,AT,VERNAGT F.,489,AT0211,ATJ143O0E133,,RGI50-11.00719,RGI60-11.00719,11,11: Central Europe,Glacier,Land-terminating,False,True
13.0049,47.0385,AT,WURTEN K.,545,AT0804,ATJ131M0O038,,RGI50-11.00300,RGI60-11.00300,11,11: Central Europe,Glacier,Land-terminating,False,True
12.3784,47.0851,AT,ZETTALUNITZ/MULLWITZ K.,578,AT0508,ATJ131I0S054,,RGI50-11.00190,RGI60-11.00190,11,11: Central Europe,Glacier,Land-terminating,False,True
-68.1287,-16.3523,BO,CHACALTAYA,1505,BO5180,BO00XXX00002,,RGI50-16.01447,RGI60-16.01447,16,16: Low Latitudes,Glacier,Land-terminating,False,True
-68.1064,-16.3023,BO,CHARQUINI SUR,2667,,,,RGI50-16.00532,RGI60-16.00532,16,16: Low Latitudes,Glacier,Land-terminating,False,True
-68.1439,-16.274,BO,ZONGO,1503,BO5150,BO00XXX00001,,RGI50-16.00543,RGI60-16.00543,16,16: Low Latitudes,Glacier,Land-terminating,False,True
-130.83,57.091,CA,ALEXANDER,32,CA0133,CA0N00200001,,RGI50-01.05355,RGI60-01.05355,01,01: Alaska,Glacier,Land-terminating,False,True
-131.062,56.955,CA,ANDREI,34,CA0148,CA0N00200002,,RGI50-01.04591,RGI60-01.04591,01,01: Alaska,Glacier,Land-terminating,False,True
-90.9688,79.4405,CA,BABY,1,CA0205,CAR014E00009,,RGI50-03.00840,RGI60-03.00840,03,03: Arctic Canada North,Glacier,Land-terminating,False,False
-73.0575,70.0214,CA,BARNES ICE CAP SOUTH DOME N SLOPE,38,CA0210A,CA0000T00210,,RGI50-04.06187,RGI60-04.06187,04,04: Arctic Canada South,Ice cap,Land-terminating,False,False
-124.911,51.4455,CA,BENCH,66,CA0234,CA0 XXX00013,,RGI50-02.05986,RGI60-02.04503,02,02: Western Canada and US,Glacier,Land-terminating,False,True
-123.639,50.8216,CA,BRIDGE,47,CA0275,CA0M20000001,,RGI50-02.04119,RGI60-02.02636,02,02: Western Canada and US,Glacier,Land-terminating,False,True
-69.8037,69.6303,CA,DECADE,3909,,,,RGI50-04.03082,RGI60-04.03082,04,04: Arctic Canada South,Glacier,Land-terminating,False,False
-83.162,75.4978,CA,DEVON ICE CAP NW,39,CA0431,CA000S200001,,RGI50-03.02435,RGI60-03.02435,03,03: Arctic Canada North,Ice cap,Marine-terminating,True,True
-122.989,49.9609,CA,HELM,45,CA0855,CAM000C00002,,RGI50-02.01860,RGI60-02.00377,02,02: Western Canada and US,Glacier,Land-terminating,False,True
-79.1438,75.8872,CA,LAIKA,1412,CA0720,,,RGI50-03.01427,RGI60-03.01427,03,03: Arctic Canada North,Glacier,Land-terminating,False,True
-99.1904,79.982,CA,MEIGHEN ICE CAP,16,CA1335,CA002R900001,,RGI50-03.00691,RGI60-03.00691,03,03: Arctic Canada North,Glacier,Land-terminating,False,True
-114.965,75.4291,CA,MELVILLE SOUTH ICE CAP,3690,,,,RGI50-02.13974,RGI60-03.04552,02,02: Western Canada and US,Glacier,Land-terminating,False,True
-116.56,51.6585,CA,PEYTO,57,CA1640,CA0M12200002,,RGI50-02.06581,RGI60-02.05098,02,02: Western Canada and US,Glacier,Land-terminating,False,True
-122.605,50.4195,CA,PLACE,41,CA1660,CA0M20000002,,RGI50-02.02587,RGI60-02.01104,02,02: Western Canada and US,Glacier,Land-terminating,False,True
-116.486,51.819,CA,RAM RIVER,1394,CA1815,,,RGI50-02.07173,RGI60-02.05690,02,02: Western Canada and US,Glacier,Land-terminating,False,True
-122.979,49.8876,CA,SENTINEL,44,CA1915,CAM000C00096,,RGI50-02.01779,RGI60-02.00296,02,02: Western Canada and US,Glacier,Land-terminating,False,True
-64.1739,81.9561,CA,ST PATRICK BAY NE ICE CAP,3908,,,,RGI50-03.01623,RGI60-03.01623,03,03: Arctic Canada North,Glacier,Land-terminating,False,False
-123.621,50.872,CA,SYKORA,59,CA1995,CA0M22000001,,RGI50-02.04114,RGI60-02.02631,02,02: Western Canada and US,Glacier,Land-terminating,False,True
-125.136,51.3432,CA,TIEDEMANN,24,CA2040,CA0 XXX00017,,RGI50-02.05862,RGI60-02.04379,02,02: Western Canada and US,Glacier,Land-terminating,False,True
-74.2248,83.1066,CA,WARD H. I. RISE,53,CA2318,CA0 XXX00003,,RGI50-03.04079,RGI60-03.04079,03,03: Arctic Canada North,Glacier,Land-terminating,False,False
-90.87697,79.5146,CA,WHITE,0,CA2340,CAR014E00015,,RGI50-03.04539,RGI60-03.04539,03,03: Arctic Canada North,Glacier,Land-terminating,False,True
-118.061,51.1141,CA,WOOLSEY,1402,CA2380,,,RGI50-02.04693,RGI60-02.03210,02,02: Western Canada and US,Glacier,Land-terminating,False,True
-130.684,56.975,CA,YURI,30,CA2530,CA0N00200003,,RGI50-01.05211,RGI60-01.05211,01,01: Alaska,Glacier,Land-terminating,False,True
-123.414,50.7918,CA,ZAVISHA,46,CA2605,CA0M20200001,,RGI50-02.03590,RGI60-02.02107,02,02: Western Canada and US,Glacier,Land-terminating,False,True
7.87661,46.0124,CH,ADLER,3801,CH0016B,CHN012506003,,RGI50-11.02780,RGI60-11.02764,11,11: Central Europe,Glacier,Land-terminating,False,True
9.64185,46.2987,CH,ALBIGNA,1674,CH0116,,,RGI50-11.02285,RGI60-11.02285,11,11: Central Europe,Glacier,Land-terminating,False,True
7.909489999999999,46.0336,CH,ALLALIN,394,CH0011,CHN012502029,,RGI50-11.02715,RGI60-11.02704,11,11: Central Europe,Glacier,Land-terminating,False,True
8.4812,46.416,CH,BASODINO,463,CH0104,CHL012104010,,RGI50-11.01987,RGI60-11.01987,11,11: Central Europe,Glacier,Land-terminating,False,True
8.891169999999997,46.8442,CH,CLARIDENFIRN,2660,CH0141,CH4R014OI019,,RGI50-11.00843,RGI60-11.00843,11,11: Central Europe,Glacier,Land-terminating,False,True
7.29108,45.9647,CH,CORBASSIERE,366,CH0038,CHN012803003,,RGI50-11.02782,RGI60-11.02766,11,11: Central Europe,Glacier,Land-terminating,False,False
7.87051,45.9936,CH,FINDELEN,389,CH0016,CHN012506003,,RGI50-11.02789,RGI60-11.02773,11,11: Central Europe,Glacier,Land-terminating,False,True
9.70108,46.3085,CH,FORNO,396,CH0102,CHL011803012,,RGI50-11.02245,RGI60-11.02245,11,11: Central Europe,Glacier,Land-terminating,False,True
7.38888,45.9921,CH,GIETRO,367,CH0037,CHN012802014,,RGI50-11.02791,RGI60-11.02774,11,11: Central Europe,Glacier,Land-terminating,False,True
8.33019,46.4383,CH,GRIES,359,CH0003,CHN012405004,,RGI50-11.01876,RGI60-11.01876,11,11: Central Europe,Glacier,Land-terminating,False,True
8.01919,46.5028,CH,GROSSER ALETSCH,360,CH0005,CHN012306026,,RGI50-11.01450,RGI60-11.01450,11,11: Central Europe,Glacier,Land-terminating,False,False
7.9131,46.055,CH,HOHLAUB,3332,,,,RGI50-11.02690,RGI60-11.02679,11,11: Central Europe,Glacier,Land-terminating,False,True
7.9245,46.0649,CH,KESSJEN,393,CH0012,CHN012502033,,RGI50-11.02682,RGI60-11.02671,11,11: Central Europe,Glacier,Land-terminating,False,True
8.97739,46.8133,CH,LIMMERN,421,CH0078,CHR013500I 6,,RGI50-11.00918,RGI60-11.00918,11,11: Central Europe,Glacier,Land-terminating,False,True
9.38896,46.9603,CH,PIZOL,417,CH0081,CHR0135000D1,,RGI50-11.00638,RGI60-11.00638,11,11: Central Europe,Glacier,Land-terminating,False,True
7.51198,46.3839,CH,PLAINE MORTE,4246,,CHR01355F003,,RGI50-11.02072,RGI60-11.02072,11,11: Central Europe,Glacier,Land-terminating,False,True
8.988710000000003,46.833,CH,PLATTALVA,420,CH0114,CHR013500I 7,,RGI50-11.00892,RGI60-11.00892,11,11: Central Europe,Glacier,Land-terminating,False,True
8.3965,46.6236,CH,RHONE,473,CH0001,CHN012403003,,RGI50-11.01238,RGI60-11.01238,11,11: Central Europe,Glacier,Land-terminating,False,True
7.92806,46.0081,CH,SCHWARZBERG,395,CH0010,CHN012502024,,RGI50-11.02762,RGI60-11.02746,11,11: Central Europe,Glacier,Land-terminating,False,True
10.0766,46.8524,CH,SILVRETTA,408,CH0090,CHR013100G 5,,RGI50-11.00804,RGI60-11.00804,11,11: Central Europe,Glacier,Land-terminating,False,True
7.22536,46.3202,CH,TSANFLEURON,371,CH0033,CHN012202001,,RGI50-11.02249,RGI60-11.02249,11,11: Central Europe,Glacier,Land-terminating,False,True
-72.4562,-42.8274,CL,AMARILLO,3905,,,,RGI50-17.11634,RGI60-17.11392,17,17: Southern Andes,Ice cap,Land-terminating,False,True
-70.1338,-33.5804,CL,ECHAURREN NORTE,1344,CL0001B,CL1M0057D015,,RGI50-17.13957,RGI60-17.13715,17,17: Southern Andes,Glacier,Land-terminating,False,False
-70.0369,-29.3295,CL,ESPERANZA,3982,,,,RGI50-17.15116,RGI60-17.14874,17,17: Southern Andes,Glacier,Land-terminating,False,False
-70.0204,-29.3484,CL,GUANACO,3983,,CL1M03812071,,RGI50-17.15110,RGI60-17.14868,17,17: Southern Andes,Glacier,Land-terminating,False,False
-70.0247,-29.3346,CL,TORO 1,3980,,,,RGI50-17.15113,RGI60-17.14871,17,17: Southern Andes,Glacier,Land-terminating,False,False
-70.0275,-29.3323,CL,TORO 2,3981,,,,RGI50-17.15114,RGI60-17.14872,17,17: Southern Andes,Glacier,Land-terminating,False,False
90.447,30.193,CN,GURENHEKOU,3978,,,,RGI50-13.28839,RGI60-13.28839,13,13: Central Asia,Glacier,Land-terminating,False,False
101.916,29.584,CN,HAILUOGOU,849,CN0031,CN5K6120F003,,RGI50-15.07886,RGI60-15.07886,15,15: South Asia East,Glacier,Land-terminating,False,False
94.184,35.66900000000001,CN,MEIKUANG,3955,,,,RGI50-13.33648,RGI60-13.33648,13,13: Central Asia,Ice cap,Land-terminating,False,False
75.072,38.23,CN,MUZTAG ATA,3992,,,,RGI50-13.41896,RGI60-13.41896,13,13: Central Asia,Ice cap,Land-terminating,False,False
81.32300000000002,30.455,CN,NAIMONA NYI,3991,,,,RGI50-15.09026,RGI60-15.09026,15,15: South Asia East,Glacier,Land-terminating,False,False
96.975,29.387,CN,PARLUNG NO. 94,3987,CN0094,CN5O2820A010,,RGI50-15.11693,RGI60-15.11693,15,15: South Asia East,Glacier,Land-terminating,False,True
96.902,29.303,CN,PARLUNG ZANGBO: NO. 12,3986,CN0012,CN5O2820B000,,RGI50-15.11962,RGI60-15.11962,15,15: South Asia East,Glacier,Land-terminating,False,False
97.755,39.237,CN,QIYI,856,CN0003,CN Y0437C018,,RGI50-13.32330,RGI60-13.32330,13,13: Central Asia,Glacier,Land-terminating,False,False
86.81,43.111,CN,URUMQI GLACIER NO. 1 E-BRANCH,1511,CN0001,CN0Y07200010,,RGI50-13.45335,RGI60-13.45335,13,13: Central Asia,Glacier,Land-terminating,False,True
86.801,43.117,CN,URUMQI GLACIER NO. 1 W-BRANCH,1512,CN0002,CN0Y07200010,,RGI50-13.45334,RGI60-13.45334,13,13: Central Asia,Glacier,Land-terminating,False,True
92.135,33.171,CN,XIAO DONGKZMADI,1510,CN0038,,,RGI50-13.24556,RGI60-13.24556,13,13: Central Asia,Glacier,Land-terminating,False,False
-75.3715,4.80506,CO,CONEJERAS,2721,CO0033,,,RGI50-16.01355,RGI60-16.01355,16,16: Low Latitudes,Glacier,Land-terminating,False,True
10.982920789000001,47.415938931999996,DE,SCHNEEFERNER N,346,DE0001,DE4J14400001,,RGI50-11.03974,RGI60-11.03246,11,11: Central Europe,Glacier,Land-terminating,False,True
-78.1446,-0.489511,EC,ANTIZANA15ALPHA,1624,EC1DA15,EC1D30370015,,RGI50-16.01339,RGI60-16.01339,16,16: Low Latitudes,Glacier,Land-terminating,False,True
0.639342666,42.648979186999995,ES,MALADETA,942,ES9020,ES4O00122008,,RGI50-11.03818,RGI60-11.03209,11,11: Central Europe,Glacier,Land-terminating,False,True
6.99817,45.9429,FR,ARGENTIERE,354,FR0002,FRN010305A08,,RGI50-11.02835,RGI60-11.03638,11,11: Central Europe,Glacier,Land-terminating,False,False
6.62793,45.298,FR,GEBROULAZ,352,FR0009,FRN010406E06,,RGI50-11.03432,RGI60-11.03671,11,11: Central Europe,Glacier,Land-terminating,False,False
6.933910000000001,45.8755,FR,MER DE GLACE,353,FR0003,FRN010306A01,,RGI50-11.02923,RGI60-11.03643,11,11: Central Europe,Glacier,Land-terminating,False,False
-0.141221896,42.771190643000004,FR,OSSOUE,2867,,,,RGI50-11.03841,RGI60-11.03232,11,11: Central Europe,Glacier,Land-terminating,False,False
6.1601599999999985,45.1604,FR,SAINT SORLIN,356,FR0015,FRN010602B09,,RGI50-11.03503,RGI60-11.03674,11,11: Central Europe,Glacier,Land-terminating,False,False
6.1327300000000005,45.1325,FR,SARENNES,357,FR0029,FRN010603A02,,RGI50-11.03515,RGI60-11.03756,11,11: Central Europe,Glacier,Land-terminating,False,False
42.4732,43.1296,GE,TBILISA,724,GE3012,GE0 XXX00022,,RGI50-12.00807,RGI60-12.00807,12,12: Caucasus and Middle East,Glacier,Land-terminating,False,True
-50.3208,66.1325,GL,AMITSULOQ ICE CAP,232,GL0004,GL2U1DG16166,,RGI50-05.00446,RGI60-05.00446,05,05: Greenland,Glacier,Land-terminating,False,False
-20.8288,74.3778,GL,FREYA,3350,,,,RGI50-05.20030,RGI60-05.20030,05,05: Greenland,Glacier,Land-terminating,False,True
-37.8032,65.6957,GL,MITTIVAKKAT,1629,GL0019,GL02U3I00000,,RGI50-05.11186,RGI60-05.11186,05,05: Greenland,Glacier,Land-terminating,False,True
-52.1262,65.6,GL,QAPIARFIUP SER.,238,GL0009,GL2U1DB10003,,RGI50-05.00115,RGI60-05.00115,05,05: Greenland,Glacier,Land-terminating,False,False
-45.3055,61.4421,GL,VALHALTINDE,240,GL0001,GL2U1AG05008,,RGI50-05.05149,RGI60-05.05149,05,05: Greenland,Glacier,Land-terminating,False,False
88.684351605,27.959920148000002,IN,CHANGMEKHANGPU,1045,IN2522,IN05P2500022,,RGI50-15.02942,RGI60-15.02942,15,15: South Asia East,Glacier,Land-terminating,False,False
77.507513941,32.224215541999996,IN,CHHOTA SHIGRI,2921,,,,RGI50-14.15990,RGI60-14.15990,14,14: South Asia West,Glacier,Land-terminating,False,True
78.825119019,30.842954635999998,IN,DOKRIANI,3454,,,,RGI50-15.07605,RGI60-15.07605,15,15: South Asia East,Glacier,Land-terminating,False,False
79.894082471,30.557780418000004,IN,DUNAGIRI,1047,IN0191,IN5O12202191,,RGI50-15.06777,RGI60-15.06777,15,15: South Asia East,Glacier,Land-terminating,False,False
78.521963702,31.378255834,IN,GOR GARANG,3929,,,,RGI50-14.12365,RGI60-14.12365,14,14: South Asia West,Glacier,Land-terminating,False,False
77.373833286,32.23484894,IN,HAMTAH,3044,,IN5Q21212180,,RGI50-14.15536,RGI60-14.15556,14,14: South Asia West,Glacier,Land-terminating,False,False
75.537165453,34.15943632,IN,NEH NAR,3930,,,,RGI50-14.19543,RGI60-14.19543,14,14: South Asia West,Glacier,Land-terminating,False,False
78.349378203,31.292291095,IN,SHAUNE GARANG,1048,IN0084,IN5Q220 1984,,RGI50-14.12323,RGI60-14.12323,14,14: South Asia West,Glacier,Land-terminating,False,False
79.674856689,30.718461815999998,IN,TIPRA BANK,1049,IN0004,IN5O12200004,,RGI50-15.06557,RGI60-15.06557,15,15: South Asia East,Glacier,Land-terminating,False,False
-16.4767,64.2666,IS,BREIDAMJOEKULL E. B.,3062,IS1126B,ISV   10126B,,RGI50-06.00483,RGI60-06.00483,06,06: Iceland,Ice cap,Land-terminating,False,False
-16.2675,64.5867,IS,BRUARJOEKULL,3067,IS2400,IS0000V02400,,RGI50-06.00377,RGI60-06.00377,06,06: Iceland,Ice cap,Land-terminating,False,False
-17.0539,64.6745,IS,DYNGJUJOEKULL,3068,IS2600,,,RGI50-06.00477,RGI60-06.00477,06,06: Iceland,Ice cap,Land-terminating,False,False
-15.6083,64.6284,IS,EYJABAKKAJOEKULL,3069,IS2300,IS0000V02300,,RGI50-06.00472,RGI60-06.00472,06,06: Iceland,Glacier,Land-terminating,False,False
-18.6422,64.7989,IS,HOFSJOEKULL E,3088,IS0510B,IS0000V00510,,RGI50-06.00234,RGI60-06.00234,06,06: Iceland,Ice cap,Land-terminating,False,False
-18.9072,64.9014,IS,HOFSJOEKULL N,3089,IS0510A,IS0000V00510,,RGI50-06.00238,RGI60-06.00238,06,06: Iceland,Ice cap,Land-terminating,False,False
-19.0241,64.757,IS,HOFSJOEKULL SW,3090,IS0510C,IS0000V00510,,RGI50-06.00236,RGI60-06.00236,06,06: Iceland,Ice cap,Land-terminating,False,False
-17.7174,64.5628,IS,KOELDUKVISLARJ.,3096,IS2700,,,RGI50-06.00424,RGI60-06.00424,06,06: Iceland,Ice cap,Land-terminating,False,False
-20.0311,64.6423,IS,LANGJOEKULL ICE CAP,3660,,,,RGI50-06.00310,RGI60-06.00310,06,06: Iceland,Ice cap,Land-terminating,False,False
-17.927,64.3475,IS,TUNGNAARJOEKULL,3126,IS2214,IS0000V02214,,RGI50-06.00443,RGI60-06.00443,06,06: Iceland,Ice cap,Land-terminating,False,False
13.56671,42.47054,IT,CALDERONE,1107,IT1006,,,RGI50-11.03967,RGI60-11.03241,11,11: Central Europe,Glacier,Land-terminating,False,True
10.1119,46.4296,IT,CAMPO SETT.,1106,IT0997,IT4J14311006,,RGI50-11.01930,RGI60-11.01930,11,11: Central Europe,Glacier,Land-terminating,False,False
10.7085,46.4512,IT,CARESER,635,IT0701,IT4L00102519,,RGI50-11.01834,RGI60-11.01834,11,11: Central Europe,Glacier,Land-terminating,False,True
7.389839999999999,45.5181,IT,CIARDONEY,1264,IT0081,IT4L01052003,,RGI50-11.03254,RGI60-11.03135,11,11: Central Europe,Glacier,Land-terminating,False,True
10.771,46.4838,IT,FONTANA BIANCA / WEISSBRUNNF.,1507,IT0713,IT4L00110103,,RGI50-11.01704,RGI60-11.01704,11,11: Central Europe,Glacier,Land-terminating,False,True
7.2204,45.4757,IT,GRAND ETRET,1238,IT0134,IT4L01313012,,RGI50-11.03298,RGI60-11.03166,11,11: Central Europe,Glacier,Land-terminating,False,True
10.6115,46.4674,IT,LUNGA (VEDRETTA) / LANGENF.,661,IT0733,IT4L00112128,,RGI50-11.01776,RGI60-11.01776,11,11: Central Europe,Glacier,Land-terminating,False,True
