CenLon,CenLat,POLITICAL_UNIT,NAME,WGMS_ID,PSFG_ID,WGI_ID,GLIMS_ID,RGI60_ID,RGI_REG,RGI_REG_NAME,GlacierType,TerminusType,IsTidewater,N_MB_YRS,HAS_PROFILE,REMARKS
-57.3729,-63.8619,AQ,BAHIA DEL DIABLO,2665,,,G302570E63825S,RGI60-19.00595,19,Antarctic and Subantarctic,Glacier,Marine-terminating,True,17,True,RGI link checked manually.
-58.8882,-62.1653,AQ,BELLINGSHAUSEN,6833,,,G301112E62165S,RGI60-19.01992,19,Antarctic and Subantarctic,Glacier,Land-terminating,False,5,False,
-60.6025,-63.0041,AQ,G1,3925,,,,RGI60-19.02101,19,Antarctic and Subantarctic,Glacier,Land-terminating,False,6,False,RGI link checked manually.
-60.3948,-62.6827,AQ,HURD,3367,,AQ0006C00000,,RGI60-19.02057,19,Antarctic and Subantarctic,Ice cap,Marine-terminating,True,15,False,RGI link checked manually.
-60.3547,-62.6707,AQ,JOHNSONS,3366,,AQ0006C00000,,RGI60-19.02059,19,Antarctic and Subantarctic,Ice cap,Marine-terminating,True,15,False,RGI link checked manually.
-69.9486,-29.1741,AR,BROWN SUPERIOR,3903,,,,RGI60-17.14923,17,Southern Andes,Glacier,Land-terminating,False,10,True,RGI link checked manually.
-69.7682,-29.1453,AR,CONCONTA NORTE,3902,,,,RGI60-17.14924,17,Southern Andes,Glacier,Land-terminating,False,10,True,RGI link checked manually.
-69.3786,-28.2166,AR,LOS AMARILLOS,3904,,,,RGI60-17.15131,17,Southern Andes,Glacier,Land-terminating,False,10,True,RGI link checked manually.
-68.4093,-54.7862,AR,MARTIAL ESTE,2000,,,,RGI60-17.02128,17,Southern Andes,Glacier,Land-terminating,False,16,True,RGI link checked manually.
-69.8755,-31.5818,AR,PILOTO ESTE,3589,,AR1J11100000,,RGI60-17.14445,17,Southern Andes,Glacier,Land-terminating,False,24,False,RGI link checked manually.
12.5956,47.1403,AT,FILLECK K.,476,AT0601B,ATJ143S0A098,,RGI60-11.00073,11,Central Europe,Glacier,Land-terminating,False,17,False,RGI link checked manually.
12.9702,47.0421,AT,GOLDBERG K.,1305,AT0802B,,,RGI60-11.00289,11,Central Europe,Glacier,Land-terminating,False,26,True,RGI link checked manually.
13.6135,47.4845,AT,HALLSTAETTER G.,535,AT1102,ATJ142T0R002,,RGI60-11.00002,11,Central Europe,Glacier,Land-terminating,False,10,True,RGI link checked manually.
10.7584,46.8003,AT,HINTEREIS F.,491,AT0209,ATJ143O0E125,,RGI60-11.00897,11,Central Europe,Glacier,Land-terminating,False,65,True,RGI link checked manually.
10.8054,46.7801,AT,HOCHJOCH F.,492,AT0208,ATJ143O0E121,,RGI60-11.00957,11,Central Europe,Glacier,Land-terminating,False,5,True,RGI link checked manually.
13.0581,47.4242,AT,HOCHKOENIG,3993,,,,RGI60-11.00012,11,Central Europe,Glacier,Land-terminating,False,10,False,RGI link checked manually.
10.1603,46.8577,AT,JAMTAL F.,480,AT0106,ATJ143S0N019,,RGI60-11.00781,11,Central Europe,Glacier,Land-terminating,False,28,True,RGI link checked manually.
10.7907,46.8424,AT,KESSELWAND F.,507,AT0226,ATJ143O0E129,,RGI60-11.00787,11,Central Europe,Glacier,Land-terminating,False,65,True,RGI link checked manually.
12.9472,47.053000000000004,AT,KLEINFLEISS K.,547,AT0801,ATJ131M0O036,,RGI60-11.00251,11,Central Europe,Glacier,Land-terminating,False,16,True,RGI link checked manually.
11.0191,46.7817,AT,LANGTALER F.,510,AT0223,ATJ143O0E072,,RGI60-11.00929,11,Central Europe,Glacier,Land-terminating,False,8,True,RGI link checked manually.
10.1054,46.8515,AT,OCHSENTALER G.,483,AT0103,ATR013I0L008,,RGI60-11.00797,11,Central Europe,Glacier,Land-terminating,False,9,True,RGI link checked manually.
12.6967,47.0991,AT,PASTERZE,566,AT0704,ATJ131M0O027,,RGI60-11.00106,11,Central Europe,Glacier,Land-terminating,False,30,True,RGI link checked manually.
12.5964,47.1316,AT,STUBACHER SONNBLICK K.,573,AT0601A,ATJ143S0A097,,RGI60-11.00080,11,Central Europe,Glacier,Land-terminating,False,72,True,RGI link checked manually.
10.1309,46.8529,AT,VERMUNT G.,482,AT0104,ATR013I0L007,,RGI60-11.00807,11,Central Europe,Glacier,Land-terminating,False,9,True,RGI link checked manually.
10.818,46.8762,AT,VERNAGT F.,489,AT0211,ATJ143O0E133,,RGI60-11.00719,11,Central Europe,Glacier,Land-terminating,False,53,True,RGI link checked manually.
13.0049,47.0385,AT,WURTEN K.,545,AT0804,ATJ131M0O038,,RGI60-11.00300,11,Central Europe,Glacier,Land-terminating,False,33,True,RGI link checked manually.
12.3784,47.0851,AT,ZETTALUNITZ/MULLWITZ K.,578,AT0508,ATJ131I0S054,,RGI60-11.00190,11,Central Europe,Glacier,Land-terminating,False,10,True,RGI link checked manually.
-68.1287,-16.3523,BO,CHACALTAYA,1505,BO5180,BO00XXX00002,,RGI60-16.01447,16,Low Latitudes,Glacier,Land-terminating,False,17,True,RGI link checked manually.
-68.1064,-16.3023,BO,CHARQUINI SUR,2667,,,,RGI60-16.00532,16,Low Latitudes,Glacier,Land-terminating,False,13,True,RGI link checked manually.
-68.1439,-16.274,BO,ZONGO,1503,BO5150,BO00XXX00001,,RGI60-16.00543,16,Low Latitudes,Glacier,Land-terminating,False,24,True,RGI link checked manually.
-130.83,57.091,CA,ALEXANDER,32,CA0133,CA0N00200001,,RGI60-01.05355,01,Alaska,Glacier,Land-terminating,False,9,True,RGI link checked manually.
-131.062,56.955,CA,ANDREI,34,CA0148,CA0N00200002,,RGI60-01.04591,01,Alaska,Glacier,Land-terminating,False,10,True,RGI link checked manually.
-90.96600000000001,79.442,CA,BABY,1,CA0205,CAR014E00009,,RGI60-03.00840,03,"Arctic Canada, North",Glacier,Land-terminating,False,34,False,RGI link checked manually.
-73.0575,70.0214,CA,BARNES ICE CAP SOUTH DOME N SLOPE,38,CA0210A,CA0000T00210,,RGI60-04.06187,04,"Arctic Canada, South",Ice cap,Land-terminating,False,13,False,RGI link checked manually.
-117.26700000000001,51.9303,CA,BENCH,66,CA0234,CA0 XXX00013,,RGI60-02.05986,02,Western Canada and USA,Glacier,Land-terminating,False,8,True,RGI link checked manually.
-123.928,51.3761,CA,BRIDGE,47,CA0275,CA0M20000001,,RGI60-02.04119,02,Western Canada and USA,Glacier,Land-terminating,False,5,True,RGI link checked manually.
-69.8037,69.6303,CA,DECADE,3909,,,,RGI60-04.03082,04,"Arctic Canada, South",Glacier,Land-terminating,False,5,False,RGI link checked manually.
-83.162,75.4978,CA,DEVON ICE CAP NW,39,CA0431,CA000S200001,,RGI60-03.02435,03,"Arctic Canada, North",Ice cap,Marine-terminating,True,56,True,RGI link checked manually.
-116.759,50.7204,CA,HELM,45,CA0855,CAM000C00002,,RGI60-02.01860,02,Western Canada and USA,Glacier,Land-terminating,False,41,True,RGI link checked manually.
-79.1438,75.8872,CA,LAIKA,1412,CA0720,,,RGI60-03.01427,03,"Arctic Canada, North",Glacier,Land-terminating,False,6,True,RGI link checked manually.
-99.1904,79.982,CA,MEIGHEN ICE CAP,16,CA1335,CA002R900001,,RGI60-03.00691,03,"Arctic Canada, North",Glacier,Land-terminating,False,57,False,RGI link checked manually.
-123.03998,40.98806,CA,MELVILLE SOUTH ICE CAP,3690,,,,RGI60-02.13974,02,Western Canada and USA,Glacier,Land-terminating,False,54,False,RGI link checked manually.
-118.68299999999999,52.1518,CA,PEYTO,57,CA1640,CA0M12200002,,RGI60-02.06581,02,Western Canada and USA,Glacier,Land-terminating,False,51,True,RGI link checked manually.
-123.785,50.9547,CA,PLACE,41,CA1660,CA0M20000002,,RGI60-02.02587,02,Western Canada and USA,Glacier,Land-terminating,False,52,True,RGI link checked manually.
-118.27600000000001,52.3488,CA,RAM RIVER,1394,CA1815,,,RGI60-02.07173,02,Western Canada and USA,Glacier,Land-terminating,False,10,True,RGI link checked manually.
-123.061,50.6859,CA,SENTINEL,44,CA1915,CAM000C00096,,RGI60-02.01779,02,Western Canada and USA,Glacier,Land-terminating,False,24,True,RGI link checked manually.
-64.1739,81.9561,CA,ST PATRICK BAY NE ICE CAP,3908,,,,RGI60-03.01623,03,"Arctic Canada, North",Glacier,Land-terminating,False,7,False,RGI link checked manually.
-125.544,51.3746,CA,SYKORA,59,CA1995,CA0M22000001,,RGI60-02.04114,02,Western Canada and USA,Glacier,Land-terminating,False,10,True,RGI link checked manually.
-126.73200000000001,51.8921,CA,TIEDEMANN,24,CA2040,CA0 XXX00017,,RGI60-02.05862,02,Western Canada and USA,Glacier,Land-terminating,False,7,True,RGI link checked manually.
-74.2248,83.1066,CA,WARD H. I. RISE,53,CA2318,CA0 XXX00003,,RGI60-03.04079,03,"Arctic Canada, North",Glacier,Land-terminating,False,25,False,RGI link checked manually.
-90.87697,79.5146,CA,WHITE,0,CA2340,CA2R014E0014,G269123E79515N,RGI60-03.04539,03,"Arctic Canada, North",Glacier,Land-terminating,False,54,True,RGI link checked manually.
-125.09200000000001,51.5439,CA,WOOLSEY,1402,CA2380,,,RGI60-02.04693,02,Western Canada and USA,Glacier,Land-terminating,False,11,True,RGI link checked manually.
-130.684,56.975,CA,YURI,30,CA2530,CA0N00200003,,RGI60-01.05211,01,Alaska,Glacier,Land-terminating,False,10,True,RGI link checked manually.
-124.70200000000001,51.0545,CA,ZAVISHA,46,CA2605,CA0M20200001,,RGI60-02.03590,02,Western Canada and USA,Glacier,Land-terminating,False,10,True,RGI link checked manually.
7.95058,46.0021,CH,ADLER,3801,CH0016B,CHN012506003,,RGI60-11.02780,11,Central Europe,Glacier,Land-terminating,False,11,True,RGI link checked manually.
9.64185,46.2987,CH,ALBIGNA,1674,CH0116,,,RGI60-11.02285,11,Central Europe,Glacier,Land-terminating,False,6,True,RGI link checked manually.
7.58038,46.0109,CH,ALLALIN,394,CH0011,CHN012502029,,RGI60-11.02715,11,Central Europe,Glacier,Land-terminating,False,62,True,RGI link checked manually.
8.4812,46.416000000000004,CH,BASODINO,463,CH0104,CHL012104010,,RGI60-11.01987,11,Central Europe,Glacier,Land-terminating,False,25,True,RGI link checked manually.
8.891169999999999,46.8442,CH,CLARIDENFIRN,2660,CH0141,CH4R014OI019,,RGI60-11.00843,11,Central Europe,Glacier,Land-terminating,False,102,True,RGI link checked manually.
7.259639999999999,45.9901,CH,CORBASSIERE,366,CH0038,CHN012803003,,RGI60-11.02782,11,Central Europe,Glacier,Land-terminating,False,20,True,RGI link checked manually.
7.53552,45.9968,CH,FINDELEN,389,CH0016,CHN012506003,,RGI60-11.02789,11,Central Europe,Glacier,Land-terminating,False,12,True,RGI link checked manually.
9.701080000000001,46.3085,CH,FORNO,396,CH0102,CHL011803012,,RGI60-11.02245,11,Central Europe,Glacier,Land-terminating,False,6,True,RGI link checked manually.
7.96925,46.0007,CH,GIETRO,367,CH0037,CHN012802014,,RGI60-11.02791,11,Central Europe,Glacier,Land-terminating,False,51,True,RGI link checked manually.
8.33019,46.4383,CH,GRIES,359,CH0003,CHN012405004,,RGI60-11.01876,11,Central Europe,Glacier,Land-terminating,False,56,True,RGI link checked manually.
8.01919,46.5028,CH,GROSSER ALETSCH,360,CH0005,CHN012306026,,RGI60-11.01450,11,Central Europe,Glacier,Land-terminating,False,60,False,RGI link checked manually.
7.370430000000001,46.0489,CH,HOHLAUB,3332,,,,RGI60-11.02690,11,Central Europe,Glacier,Land-terminating,False,61,True,RGI link checked manually.
7.621230000000001,46.0564,CH,KESSJEN,393,CH0012,CHN012502033,,RGI60-11.02682,11,Central Europe,Glacier,Land-terminating,False,40,True,RGI link checked manually.
8.97739,46.8133,CH,LIMMERN,421,CH0078,CHR013500I 6,,RGI60-11.00918,11,Central Europe,Glacier,Land-terminating,False,38,True,RGI link checked manually.
9.38896,46.9603,CH,PIZOL,417,CH0081,CHR0135000D1,,RGI60-11.00638,11,Central Europe,Glacier,Land-terminating,False,10,True,RGI link checked manually.
7.51198,46.3839,CH,PLAINE MORTE,4246,,CHR01355F003,,RGI60-11.02072,11,Central Europe,Glacier,Land-terminating,False,7,True,RGI link checked manually.
8.988710000000001,46.833,CH,PLATTALVA,420,CH0114,CHR013500I 7,,RGI60-11.00892,11,Central Europe,Glacier,Land-terminating,False,42,True,RGI link checked manually.
8.3965,46.6236,CH,RHONE,473,CH0001,CHN012403003,,RGI60-11.01238,11,Central Europe,Glacier,Land-terminating,False,35,True,RGI link checked manually.
8.60104,46.5988,CH,SANKT ANNA,432,CH0067,CHR013501E12,,RGI60-11.01367,11,Central Europe,Glacier,Land-terminating,False,5,True,RGI link automated.
7.8696399999999995,46.0179,CH,SCHWARZBERG,395,CH0010,CHN012502024,,RGI60-11.02762,11,Central Europe,Glacier,Land-terminating,False,61,True,RGI link checked manually.
10.0766,46.8524,CH,SILVRETTA,408,CH0090,CHR013100G 5,,RGI60-11.00804,11,Central Europe,Glacier,Land-terminating,False,99,True,RGI link checked manually.
7.22536,46.3202,CH,TSANFLEURON,371,CH0033,CHN012202001,,RGI60-11.02249,11,Central Europe,Glacier,Land-terminating,False,7,True,RGI link checked manually.
-72.069,-42.4515,CL,AMARILLO,3905,,,,RGI60-17.11634,17,Southern Andes,Glacier,Land-terminating,False,10,True,RGI link checked manually.
-70.0955,-33.1036,CL,ECHAURREN NORTE,1344,CL0001B,CL1M0057D015,,RGI60-17.13957,17,Southern Andes,Glacier,Land-terminating,False,42,False,RGI link checked manually.
-69.4968,-28.2912,CL,ESPERANZA,3982,,,,RGI60-17.15116,17,Southern Andes,Glacier,Land-terminating,False,6,False,RGI link checked manually.
-69.5662,-28.3289,CL,GUANACO,3983,,CL1M03812071,,RGI60-17.15110,17,Southern Andes,Glacier,Land-terminating,False,12,False,RGI link checked manually.
-71.7552,-38.7271,CL,MOCHO CHOSHUENCO SE,3972,,,,RGI60-17.12685,17,Southern Andes,Glacier,Land-terminating,False,6,False,RGI link automated.
-69.012,-28.2914,CL,TORO 1,3980,,,,RGI60-17.15113,17,Southern Andes,Glacier,Land-terminating,False,6,False,RGI link checked manually.
-69.5638,-28.3028,CL,TORO 2,3981,,,,RGI60-17.15114,17,Southern Andes,Glacier,Land-terminating,False,6,False,RGI link checked manually.
90.447,30.193,CN,GURENHEKOU,3978,,,,RGI60-13.28839,13,"Asia, Central",Glacier,Land-terminating,False,5,False,RGI link checked manually.
101.916,29.584,CN,HAILUOGOU,849,CN0031,CN5K6120F003,,RGI60-15.07886,15,"Asia, South East",Glacier,Land-terminating,False,5,False,RGI link checked manually.
94.184,35.669000000000004,CN,MEIKUANG,3955,,,,RGI60-13.33648,13,"Asia, Central",Ice cap,Land-terminating,False,12,False,RGI link checked manually.
75.072,38.23,CN,MUZTAG ATA (GLACIER NO. 15),3992,,,G075058E38248N,RGI60-13.41896,13,"Asia, Central",Ice cap,Land-terminating,False,5,False,RGI link checked manually.
81.32300000000001,30.455,CN,NAIMONA NYI,3991,,CN5O173B0003,G081323E30455N,RGI60-15.09026,15,"Asia, South East",Glacier,Land-terminating,False,5,False,RGI link checked manually.
96.975,29.386999999999997,CN,PARLUNG NO. 94,3987,CN0094,CN5O282A1094,G096975E29387N,RGI60-15.11693,15,"Asia, South East",Glacier,Land-terminating,False,11,True,RGI link checked manually.
96.902,29.303,CN,PARLUNG ZANGBO: NO. 12,3986,CN0012,CN5O2820B000,,RGI60-15.11962,15,"Asia, South East",Glacier,Land-terminating,False,5,False,RGI link checked manually.
97.755,39.236999999999995,CN,QIYI,856,CN0003,CN Y0437C018,,RGI60-13.32330,13,"Asia, Central",Glacier,Land-terminating,False,15,False,RGI link checked manually.
86.81,43.111000000000004,CN,URUMQI GLACIER NO. 1 E-BRANCH,1511,CN0001,,G086810E43111N,RGI60-13.45335,13,"Asia, Central",Glacier,Land-terminating,False,30,True,RGI link checked manually.
86.801,43.117,CN,URUMQI GLACIER NO. 1 W-BRANCH,1512,CN0002,,G086801E43117N,RGI60-13.45334,13,"Asia, Central",Glacier,Land-terminating,False,30,True,RGI link checked manually.
92.135,33.171,CN,XIAO DONGKZMADI,1510,CN0038,,,RGI60-13.24556,13,"Asia, Central",Glacier,Land-terminating,False,22,False,RGI link checked manually.
-75.3715,4.80506,CO,CONEJERAS,2721,CO0033,,,RGI60-16.01355,16,Low Latitudes,Glacier,Land-terminating,False,11,True,RGI link checked manually.
10.982920789000001,47.415938931999996,DE,SCHNEEFERNER N,346,DE0001,DE4J14400001,,RGI60-11.03246,11,Central Europe,Glacier,Land-terminating,False,6,True,RGI link checked manually.
-78.1446,-0.489511,EC,ANTIZANA15ALPHA,1624,EC1DA15,EC1D30370015,,RGI60-16.01339,16,Low Latitudes,Glacier,Land-terminating,False,22,True,RGI link checked manually.
6.419410706,44.949546813999994,ES,MALADETA,942,ES9020,ES4O00122008,,RGI60-11.03818,11,Central Europe,Glacier,Land-terminating,False,25,True,RGI link checked manually.
7.509239999999999,45.9701,FR,ARGENTIERE,354,FR0002,FRN010305A08,,RGI60-11.02835,11,Central Europe,Glacier,Land-terminating,False,41,False,RGI link checked manually.
7.042000000000001,45.475,FR,GEBROULAZ,352,FR0009,FRN010406E06,,RGI60-11.03432,11,Central Europe,Glacier,Land-terminating,False,22,False,RGI link checked manually.
7.83246,45.9256,FR,MER DE GLACE,353,FR0003,FRN010306A01,,RGI60-11.02923,11,Central Europe,Glacier,Land-terminating,False,8,False,RGI link checked manually.
7.882999999999999,45.827,FR,OSSOUE,2867,,,,RGI60-11.03841,11,Central Europe,Glacier,Land-terminating,False,15,False,RGI link checked manually.
6.353,44.824,FR,SAINT SORLIN,356,FR0015,FRN010602B09,,RGI60-11.03503,11,Central Europe,Glacier,Land-terminating,False,60,False,RGI link checked manually.
6.388999999999999,44.972,FR,SARENNES,357,FR0029,FRN010603A02,,RGI60-11.03515,11,Central Europe,Glacier,Land-terminating,False,69,False,RGI link checked manually.
42.4732,43.1296,GE,TBILISA,724,GE3012,GE0 XXX00022,,RGI60-12.00807,12,Caucasus and Middle East,Glacier,Land-terminating,False,13,True,RGI link checked manually.
-50.3208,66.1325,GL,AMITSULOQ ICE CAP,232,GL0004,GL2U1DG16166,,RGI60-05.00446,05,Greenland Periphery,Glacier,Land-terminating,False,9,False,RGI link checked manually.
-20.8288,74.3778,GL,FREYA,3350,,,,RGI60-05.20030,05,Greenland Periphery,Glacier,Land-terminating,False,9,True,RGI link checked manually.
-37.8032,65.6957,GL,MITTIVAKKAT,1629,GL0019,GL02U3I00000,G322197E65696N,RGI60-05.11186,05,Greenland Periphery,Glacier,Land-terminating,False,22,True,RGI link checked manually.
-52.1262,65.6,GL,QAPIARFIUP SER.,238,GL0009,GL2U1DB10003,,RGI60-05.00115,05,Greenland Periphery,Glacier,Land-terminating,False,5,False,RGI link checked manually.
-45.3055,61.4421,GL,VALHALTINDE,240,GL0001,GL2U1AG05008,,RGI60-05.05149,05,Greenland Periphery,Glacier,Land-terminating,False,5,False,RGI link checked manually.
88.684351605,27.959920148000002,IN,CHANGMEKHANGPU,1045,IN2522,IN05P2500022,G088684E27960N,RGI60-15.02942,15,"Asia, South East",Glacier,Land-terminating,False,7,False,RGI link checked manually.
77.507513941,32.224215541999996,IN,CHHOTA SHIGRI,2921,,,G077508E32224N,RGI60-14.15990,14,"Asia, South West",Glacier,Land-terminating,False,14,True,RGI link checked manually.
78.825119019,30.842954635999998,IN,DOKRIANI,3454,,,G078825E30843N,RGI60-15.07605,15,"Asia, South East",Glacier,Land-terminating,False,6,False,RGI link checked manually.
79.894082471,30.557780418000004,IN,DUNAGIRI,1047,IN0191,IN5O12202191,G079894E30558N,RGI60-15.06777,15,"Asia, South East",Glacier,Land-terminating,False,6,False,RGI link checked manually.
78.521963702,31.378255834,IN,GOR GARANG,3929,,,,RGI60-14.12365,14,"Asia, South West",Glacier,Land-terminating,False,9,False,RGI link checked manually.
77.373833286,32.23484894,IN,HAMTAH,3044,,IN5Q21212180,G077374E32235N,RGI60-14.15536,14,"Asia, South West",Glacier,Land-terminating,False,11,False,RGI link checked manually.
75.537165453,34.15943632,IN,NEH NAR,3930,,,,RGI60-14.19543,14,"Asia, South West",Glacier,Land-terminating,False,9,False,RGI link checked manually.
78.349378203,31.292291095,IN,SHAUNE GARANG,1048,IN0084,IN5Q220 1984,G078349E31292N,RGI60-14.12323,14,"Asia, South West",Glacier,Land-terminating,False,13,False,RGI link checked manually.
79.675,30.718000000000004,IN,TIPRA BANK,1049,IN0004,IN5O12200004,G079675E30718N,RGI60-15.06557,15,"Asia, South East",Glacier,Land-terminating,False,7,False,RGI link checked manually.
-16.4767,64.2666,IS,BREIDAMJOKULL E. B.,3062,IS1126B,ISV   10126B,,RGI60-06.00483,06,Iceland,Ice cap,Land-terminating,False,7,False,RGI link checked manually.
-16.2675,64.5867,IS,BRUARJOKULL,3067,IS2400,IS0000V02400,G343222E64409N,RGI60-06.00377,06,Iceland,Ice cap,Land-terminating,False,24,False,"RGI link checked manually. GLIMS ID from Foresta, L., et al. (2016),  Geophys. Res. Lett., 43, doi:10.1002/2016GL071485."
-17.0539,64.6745,IS,DYNGJUJOKULL,3068,IS2600,,,RGI60-06.00477,06,Iceland,Ice cap,Land-terminating,False,19,False,RGI link checked manually.
-15.6083,64.6284,IS,EYJABAKKAJOKULL,3069,IS2300,IS0000V02300,,RGI60-06.00472,06,Iceland,Glacier,Land-terminating,False,25,False,RGI link checked manually.
-18.6422,64.7989,IS,HOFSJOKULL E,3088,IS0510B,IS0000V00510,,RGI60-06.00234,06,Iceland,Ice cap,Land-terminating,False,28,False,RGI link checked manually.
-18.9072,64.9014,IS,HOFSJOKULL N,3089,IS0510A,IS0000V00510,,RGI60-06.00238,06,Iceland,Ice cap,Land-terminating,False,28,False,RGI link checked manually.
-19.0241,64.757,IS,HOFSJOKULL SW,3090,IS0510C,IS0000V00510,G340976E64757N,RGI60-06.00236,06,Iceland,Ice cap,Land-terminating,False,26,False,RGI link checked manually.
-17.7174,64.5628,IS,KOLDUKVISLARJ.,3096,IS2700,,,RGI60-06.00424,06,Iceland,Ice cap,Land-terminating,False,23,False,RGI link checked manually.
-20.0311,64.6423,IS,LANGJOKULL ICE CAP,3660,,,G339764E64629N,RGI60-06.00310,06,Iceland,Ice cap,Land-terminating,False,20,False,"RGI link checked manually. GLIMS ID from Foresta, L., et al. (2016),  Geophys. Res. Lett., 43, doi:10.1002/2016GL071485."
-18.9072,64.9014,IS,SATUJOKULL,3110,IS0530,,,RGI60-06.00238,06,Iceland,Ice cap,Land-terminating,False,11,False,RGI link automated.
-14.9002,64.7077,IS,THRANDARJOKULL,3125,IS1940,,G345100E64708N,RGI60-06.00513,06,Iceland,Ice cap,Land-terminating,False,6,False,RGI link automated.
-17.927,64.3475,IS,TUNGNAARJOKULL,3126,IS2214,IS0000V02214,,RGI60-06.00443,06,Iceland,Ice cap,Land-terminating,False,25,False,RGI link checked manually.
13.56671,42.47054,IT,CALDERONE,1107,IT1006,,,RGI60-11.03241,11,Central Europe,Glacier,Land-terminating,False,22,True,RGI link checked manually.
10.1119,46.4296,IT,CAMPO SETT.,1106,IT0997,IT4J14311006,,RGI60-11.01930,11,Central Europe,Glacier,Land-terminating,False,8,False,RGI link checked manually.
10.7085,46.4512,IT,CARESER,635,IT0701,IT4L00102519,,RGI60-11.01834,11,Central Europe,Glacier,Land-terminating,False,51,True,RGI link checked manually.
6.4079999999999995,44.9,IT,CIARDONEY,1264,IT0081,IT4L01052003,,RGI60-11.03254,11,Central Europe,Glacier,Land-terminating,False,25,True,RGI link checked manually.
10.770999999999999,46.4838,IT,FONTANA BIANCA / WEISSBRUNNF.,1507,IT0713,IT4L00110103,,RGI60-11.01704,11,Central Europe,Glacier,Land-terminating,False,32,True,RGI link checked manually.
6.12,44.915,IT,GRAND ETRET,1238,IT0134,IT4L01313012,,RGI60-11.03298,11,Central Europe,Glacier,Land-terminating,False,13,True,RGI link checked manually.
10.6286,46.4337,IT,LA MARE (VEDRETTA DE),636,IT0699,IT4L00102517,,RGI60-11.01863,11,Central Europe,Glacier,Land-terminating,False,14,True,RGI link automated.
10.6115,46.4674,IT,LUNGA (VEDRETTA) / LANGENF.,661,IT0733,IT4L00112128,,RGI60-11.01776,11,Central Europe,Glacier,Land-terminating,False,14,True,RGI link checked manually.
7.866210000000001,46.0723,IT,LUPO,1138,IT0543,IT4L01132016,,RGI60-11.02659,11,Central Europe,Glacier,Land-terminating,False,8,False,RGI link checked manually.
11.1528,46.9566,IT,MALAVALLE (VEDR. DI) / UEBELTALF.,672,IT0875,IT4L00121108,,RGI60-11.00619,11,Central Europe,Glacier,Land-terminating,False,15,True,RGI link checked manually.
